accession,study,bioproject_accession,biosample_accession,filename,library_ID,library_strategy,library_source,platform,instrument_model,design_description,generator_facility,generator_contact,assembly,data_type,filetype,library_layout,library_selection,shear_method,title,total_bp,coverage,ntsm_score,ntsm_result,path,total_Gbp,sample_id
SRR30242472,SRP305758,PRJNA701308,SAMN33621953,HG02273-1_S17_L001_R1_001.fastq.gz,HG02273-1_S17_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,14685113009,4.74,0.567596,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-1_S17_L001_R1_001.fastq.gz,14.69,HG02273
SRR30242471,SRP305758,PRJNA701308,SAMN33621953,HG02273-1_S17_L002_R1_001.fastq.gz,HG02273-1_S17_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,14883637778,4.8,0.56761,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-1_S17_L002_R1_001.fastq.gz,14.88,HG02273
SRR30242470,SRP305758,PRJNA701308,SAMN33621953,HG02273-1_S17_L003_R1_001.fastq.gz,HG02273-1_S17_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,14119543280,4.55,0.513992,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-1_S17_L003_R1_001.fastq.gz,14.12,HG02273
SRR30242469,SRP305758,PRJNA701308,SAMN33621953,HG02273-1_S17_L004_R1_001.fastq.gz,HG02273-1_S17_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,13969422876,4.51,0.502015,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-1_S17_L004_R1_001.fastq.gz,13.97,HG02273
SRR30242468,SRP305758,PRJNA701308,SAMN33621953,HG02273-1_S17i_L001_R1_001.fastq.gz,HG02273-1_S17i_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,30877274276,9.96,0.490643,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-1_S17i_L001_R1_001.fastq.gz,30.88,HG02273
SRR30242467,SRP305758,PRJNA701308,SAMN33621953,HG02273-1_S17i_L002_R1_001.fastq.gz,HG02273-1_S17i_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,32305103519,10.42,0.456736,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-1_S17i_L002_R1_001.fastq.gz,32.31,HG02273
SRR30242466,SRP305758,PRJNA701308,SAMN33621953,HG02273-1_S17i_L003_R1_001.fastq.gz,HG02273-1_S17i_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,26710287853,8.62,0.506923,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-1_S17i_L003_R1_001.fastq.gz,26.71,HG02273
SRR30242465,SRP305758,PRJNA701308,SAMN33621953,HG02273-1_S17i_L004_R1_001.fastq.gz,HG02273-1_S17i_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,22807009905,7.36,0.49395,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-1_S17i_L004_R1_001.fastq.gz,22.81,HG02273
SRR30242463,SRP305758,PRJNA701308,SAMN33621953,HG02273-2_S19_L001_R1_001.fastq.gz,HG02273-2_S19_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,14063990321,4.54,0.598362,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-2_S19_L001_R1_001.fastq.gz,14.06,HG02273
SRR30242462,SRP305758,PRJNA701308,SAMN33621953,HG02273-2_S19_L002_R1_001.fastq.gz,HG02273-2_S19_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,14326966085,4.62,0.581007,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-2_S19_L002_R1_001.fastq.gz,14.33,HG02273
SRR30242182,SRP305758,PRJNA701308,SAMN33621953,HG02273-2_S19_L003_R1_001.fastq.gz,HG02273-2_S19_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,12970944182,4.18,0.602997,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-2_S19_L003_R1_001.fastq.gz,12.97,HG02273
SRR30242181,SRP305758,PRJNA701308,SAMN33621953,HG02273-2_S19_L004_R1_001.fastq.gz,HG02273-2_S19_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,13174281820,4.25,0.608654,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-2_S19_L004_R1_001.fastq.gz,13.17,HG02273
SRR30242180,SRP305758,PRJNA701308,SAMN33621953,HG02273-2_S19i_L001_R1_001.fastq.gz,HG02273-2_S19i_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,35420500740,11.43,0.495572,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-2_S19i_L001_R1_001.fastq.gz,35.42,HG02273
SRR30242179,SRP305758,PRJNA701308,SAMN33621953,HG02273-2_S19i_L002_R1_001.fastq.gz,HG02273-2_S19i_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,40301197724,13.0,0.506931,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-2_S19i_L002_R1_001.fastq.gz,40.3,HG02273
SRR30242178,SRP305758,PRJNA701308,SAMN33621953,HG02273-2_S19i_L003_R1_001.fastq.gz,HG02273-2_S19i_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,31160504966,10.05,0.507416,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-2_S19i_L003_R1_001.fastq.gz,31.16,HG02273
SRR30242177,SRP305758,PRJNA701308,SAMN33621953,HG02273-2_S19i_L004_R1_001.fastq.gz,HG02273-2_S19i_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02273,25907269627,8.36,0.562155,Similar,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-2_S19i_L004_R1_001.fastq.gz,25.91,HG02273
SRR30242458,SRP305758,PRJNA701308,SAMN37797104,HG02391-1_S5_L001_R1_001.fastq.gz,HG02391-1_S5_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02391,10853036509,3.5,0.606866,Similar,s3://human-pangenomics/working/HPRC/HG02391/raw_data/hic/HG02391-1_S5_L001_R1_001.fastq.gz,10.85,HG02391
SRR30242457,SRP305758,PRJNA701308,SAMN37797104,HG02391-1_S5_L002_R1_001.fastq.gz,HG02391-1_S5_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02391,11815698653,3.81,0.6135,Similar,s3://human-pangenomics/working/HPRC/HG02391/raw_data/hic/HG02391-1_S5_L002_R1_001.fastq.gz,11.82,HG02391
SRR30242191,SRP305758,PRJNA701308,SAMN37797104,HG02391-1_S5_L003_R1_001.fastq.gz,HG02391-1_S5_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02391,11814658427,3.81,0.601405,Similar,s3://human-pangenomics/working/HPRC/HG02391/raw_data/hic/HG02391-1_S5_L003_R1_001.fastq.gz,11.81,HG02391
SRR30242190,SRP305758,PRJNA701308,SAMN37797104,HG02391-1_S5_L004_R1_001.fastq.gz,HG02391-1_S5_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02391,11675066505,3.77,0.620551,Similar,s3://human-pangenomics/working/HPRC/HG02391/raw_data/hic/HG02391-1_S5_L004_R1_001.fastq.gz,11.68,HG02391
SRR30242189,SRP305758,PRJNA701308,SAMN37797104,HG02391-2_S13_L001_R1_001.fastq.gz,HG02391-2_S13_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02391,15353640937,4.95,0.577079,Similar,s3://human-pangenomics/working/HPRC/HG02391/raw_data/hic/HG02391-2_S13_L001_R1_001.fastq.gz,15.35,HG02391
SRR30242188,SRP305758,PRJNA701308,SAMN37797104,HG02391-2_S13_L002_R1_001.fastq.gz,HG02391-2_S13_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02391,16613036709,5.36,0.565604,Similar,s3://human-pangenomics/working/HPRC/HG02391/raw_data/hic/HG02391-2_S13_L002_R1_001.fastq.gz,16.61,HG02391
SRR30242187,SRP305758,PRJNA701308,SAMN37797104,HG02391-2_S13_L003_R1_001.fastq.gz,HG02391-2_S13_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02391,16614538681,5.36,0.549475,Similar,s3://human-pangenomics/working/HPRC/HG02391/raw_data/hic/HG02391-2_S13_L003_R1_001.fastq.gz,16.61,HG02391
SRR30242186,SRP305758,PRJNA701308,SAMN37797104,HG02391-2_S13_L004_R1_001.fastq.gz,HG02391-2_S13_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02391,16407373892,5.29,0.584754,Similar,s3://human-pangenomics/working/HPRC/HG02391/raw_data/hic/HG02391-2_S13_L004_R1_001.fastq.gz,16.41,HG02391
SRR30242185,SRP305758,PRJNA701308,SAMN33758788,HG02922-1_S18_L001_R1_001.fastq.gz,HG02922-1_S18_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,15679484213,5.06,0.541485,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-1_S18_L001_R1_001.fastq.gz,15.68,HG02922
SRR30242184,SRP305758,PRJNA701308,SAMN33758788,HG02922-1_S18_L002_R1_001.fastq.gz,HG02922-1_S18_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,15878378348,5.12,0.566459,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-1_S18_L002_R1_001.fastq.gz,15.88,HG02922
SRR30242176,SRP305758,PRJNA701308,SAMN33758788,HG02922-1_S18_L003_R1_001.fastq.gz,HG02922-1_S18_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,15353893039,4.95,0.560546,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-1_S18_L003_R1_001.fastq.gz,15.35,HG02922
SRR30242183,SRP305758,PRJNA701308,SAMN33758788,HG02922-1_S18_L004_R1_001.fastq.gz,HG02922-1_S18_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,15058862575,4.86,0.534743,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-1_S18_L004_R1_001.fastq.gz,15.06,HG02922
SRR30242404,SRP305758,PRJNA701308,SAMN33758788,HG02922-1_S18i_L001_R1_001.fastq.gz,HG02922-1_S18i_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,34473291574,11.12,0.45325,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-1_S18i_L001_R1_001.fastq.gz,34.47,HG02922
SRR30242403,SRP305758,PRJNA701308,SAMN33758788,HG02922-1_S18i_L002_R1_001.fastq.gz,HG02922-1_S18i_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,36674507291,11.83,0.497254,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-1_S18i_L002_R1_001.fastq.gz,36.67,HG02922
SRR30242402,SRP305758,PRJNA701308,SAMN33758788,HG02922-1_S18i_L003_R1_001.fastq.gz,HG02922-1_S18i_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,31405734054,10.13,0.460186,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-1_S18i_L003_R1_001.fastq.gz,31.41,HG02922
SRR30242401,SRP305758,PRJNA701308,SAMN33758788,HG02922-1_S18i_L004_R1_001.fastq.gz,HG02922-1_S18i_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,27099399518,8.74,0.485954,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-1_S18i_L004_R1_001.fastq.gz,27.1,HG02922
SRR30242400,SRP305758,PRJNA701308,SAMN33758788,HG02922-2_S20_L001_R1_001.fastq.gz,HG02922-2_S20_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,14475042591,4.67,0.559289,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-2_S20_L001_R1_001.fastq.gz,14.48,HG02922
SRR30242399,SRP305758,PRJNA701308,SAMN33758788,HG02922-2_S20_L002_R1_001.fastq.gz,HG02922-2_S20_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,14674740969,4.73,0.541696,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-2_S20_L002_R1_001.fastq.gz,14.67,HG02922
SRR30242398,SRP305758,PRJNA701308,SAMN33758788,HG02922-2_S20_L003_R1_001.fastq.gz,HG02922-2_S20_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,14568201510,4.7,0.569154,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-2_S20_L003_R1_001.fastq.gz,14.57,HG02922
SRR30242397,SRP305758,PRJNA701308,SAMN33758788,HG02922-2_S20_L004_R1_001.fastq.gz,HG02922-2_S20_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,14013170961,4.52,0.54842,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-2_S20_L004_R1_001.fastq.gz,14.01,HG02922
SRR30242396,SRP305758,PRJNA701308,SAMN33758788,HG02922-2_S20i_L001_R1_001.fastq.gz,HG02922-2_S20i_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,28606795597,9.23,0.448434,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-2_S20i_L001_R1_001.fastq.gz,28.61,HG02922
SRR30242395,SRP305758,PRJNA701308,SAMN33758788,HG02922-2_S20i_L002_R1_001.fastq.gz,HG02922-2_S20i_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,29969805791,9.67,0.495269,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-2_S20i_L002_R1_001.fastq.gz,29.97,HG02922
SRR30242393,SRP305758,PRJNA701308,SAMN33758788,HG02922-2_S20i_L003_R1_001.fastq.gz,HG02922-2_S20i_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,26806180472,8.65,0.516831,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-2_S20i_L003_R1_001.fastq.gz,26.81,HG02922
SRR30242392,SRP305758,PRJNA701308,SAMN33758788,HG02922-2_S20i_L004_R1_001.fastq.gz,HG02922-2_S20i_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02922,23402723198,7.55,0.504828,Similar,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-2_S20i_L004_R1_001.fastq.gz,23.4,HG02922
SRR30242391,SRP305758,PRJNA701308,SAMN33621954,HG02965-1_S1_L001_R1_001.fastq.gz,HG02965-1_S1_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02965,10909100017,3.52,0.628871,Similar,s3://human-pangenomics/working/HPRC/HG02965/raw_data/hic/HG02965-1_S1_L001_R1_001.fastq.gz,10.91,HG02965
SRR30242390,SRP305758,PRJNA701308,SAMN33621954,HG02965-1_S1_L002_R1_001.fastq.gz,HG02965-1_S1_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02965,11188624282,3.61,0.594433,Similar,s3://human-pangenomics/working/HPRC/HG02965/raw_data/hic/HG02965-1_S1_L002_R1_001.fastq.gz,11.19,HG02965
SRR30242389,SRP305758,PRJNA701308,SAMN33621954,HG02965-1_S1_L003_R1_001.fastq.gz,HG02965-1_S1_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02965,10804113739,3.49,0.613123,Similar,s3://human-pangenomics/working/HPRC/HG02965/raw_data/hic/HG02965-1_S1_L003_R1_001.fastq.gz,10.8,HG02965
SRR30242388,SRP305758,PRJNA701308,SAMN33621954,HG02965-1_S1_L004_R1_001.fastq.gz,HG02965-1_S1_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02965,11042916113,3.56,0.601814,Similar,s3://human-pangenomics/working/HPRC/HG02965/raw_data/hic/HG02965-1_S1_L004_R1_001.fastq.gz,11.04,HG02965
SRR30242387,SRP305758,PRJNA701308,SAMN33621954,HG02965-2_S9_L001_R1_001.fastq.gz,HG02965-2_S9_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02965,9617944611,3.1,0.617718,Similar,s3://human-pangenomics/working/HPRC/HG02965/raw_data/hic/HG02965-2_S9_L001_R1_001.fastq.gz,9.62,HG02965
