sample_id,filetype,filename,path,data_type,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,basecaller,basecaller_version,study,accession,bioproject_accession,biosample_accession,design_description,notes,generator_contact,generator_facility,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,total_reads,total_bp,total_gbp,mean,min,max,n25,n50,n75,quartile_25,quartile_50,quartile_75,ntsm_score,mm_tag,primrose_filename,mm_review,mm_remove,lima_version,lima_float_version
HG01192,bam,m64043_211124_192057.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01192/raw_data/PacBio_HiFi/m64043_211124_192057.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.7,14.79,HG01192.m64043_211124_192057.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01192/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01192.m64043_211124_192057.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732279,PRJNA701308,SAMN33621945,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01192_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1762460,36240709779,36.24,20562,203,52946,18441,20419,23268,18064,19864,22408,,TRUE,,FALSE,FALSE,,
HG01192,bam,m84081_230630_204121_s4.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG01192/raw_data/PacBio_HiFi/m84081_230630_204121_s4.hifi_reads.default.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,13.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01192_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,2063897,40551537988,40.55,19648,199,62582,17993,19583,21617,17715,19231,21125,0.58624,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG01192,bam,m84081_230630_201015_s3.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG01192/raw_data/PacBio_HiFi/m84081_230630_201015_s3.hifi_reads.default.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,11.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01192_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1832760,35697807831,35.7,19477,221,47954,17874,19430,21395,17602,19093,20930,0.583267,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG01243,bam,m84039_230316_185945_s1.hifi_reads.bc2009.bam,s3://human-pangenomics/submissions/548dd68a-3e67-44a6-8b39-954b7a8eb835--HPRC_REVIO_EA_2023/bc2009-HG01243/m84039_230316_185945_s1.hifi_reads.bc2009.bam,unaligned reads,HPRC_REVIO_EA_2023,8.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP320775,,PRJNA731524,,HiFi sequencing of 20kb fractionated gDNA,,iviolich@ucsc.edu,PacBio,,WGS,GENOMIC,,,,,PACBIO_SMRT,Revio,,,1733550,25767117089,25.77,14863,120,53021,12821,15086,18062,12240,14215,16940,0.023294,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG01243,bam,m84039_230314_210032_s1.hifi_reads.bc2009.bam,s3://human-pangenomics/submissions/548dd68a-3e67-44a6-8b39-954b7a8eb835--HPRC_REVIO_EA_2023/bc2009-HG01243/m84039_230314_210032_s1.hifi_reads.bc2009.bam,unaligned reads,HPRC_REVIO_EA_2023,12.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP320775,,PRJNA731524,,HiFi sequencing of 20kb fractionated gDNA,,iviolich@ucsc.edu,PacBio,,WGS,GENOMIC,,,,,PACBIO_SMRT,Revio,,,2668925,39108488501,39.11,14653,103,56789,12655,14831,17728,12107,14010,16636,0.008305,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG01243,bam,m84039_230311_024907_s1.hifi_reads.bc2009.bam,s3://human-pangenomics/submissions/548dd68a-3e67-44a6-8b39-954b7a8eb835--HPRC_REVIO_EA_2023/bc2009-HG01243/m84039_230311_024907_s1.hifi_reads.bc2009.bam,unaligned reads,HPRC_REVIO_EA_2023,4.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP320775,,PRJNA731524,,HiFi sequencing of 20kb fractionated gDNA,,iviolich@ucsc.edu,PacBio,,WGS,GENOMIC,,,,,PACBIO_SMRT,Revio,,,875945,12966943936,12.97,14803,247,49595,12785,15014,17947,12215,14166,16851,0.099147,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG01243,bam,m84039_230303_005138_s2.hifi_reads.bc2009.bam,s3://human-pangenomics/submissions/548dd68a-3e67-44a6-8b39-954b7a8eb835--HPRC_REVIO_EA_2023/bc2009-HG01243/m84039_230303_005138_s2.hifi_reads.bc2009.bam,unaligned reads,HPRC_REVIO_EA_2023,7.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP320775,,PRJNA731524,,HiFi sequencing of 20kb fractionated gDNA,,iviolich@ucsc.edu,PacBio,,WGS,GENOMIC,,,,,PACBIO_SMRT,Revio,,,1666730,24055691313,24.06,14432,224,43407,12481,14574,17400,11965,13793,16329,0.027908,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG01252,bam,m64334e_220419_183840.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/primrose/m64334e_220419_183840.5mc.hifi_reads.bam,unaligned reads,RU_Y3,7.2,7.92,HG01252.m64334e_220419_183840.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01252/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01252.m64334e_220419_183840.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR30151994,PRJNA701308,SAMN37797098,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG01252_PB1_m64334e_220419_183840_m64334e_220419_183840,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,1174065,22373384029,22.37,19056,65,58849,16137,19822,24377,14842,18100,22252,,TRUE,,FALSE,FALSE,,
HG01252,bam,m64330e_220414_054422.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/primrose/m64330e_220414_054422.5mc.hifi_reads.bam,unaligned reads,RU_Y3,7.5,8.36,HG01252.m64330e_220414_054422.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01252/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01252.m64330e_220414_054422.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR30151993,PRJNA701308,SAMN37797098,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG01252_PB1_m64330e_220414_054422_m64330e_220414_054422,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,1211135,23100441860,23.1,19073,191,58714,16164,19802,24344,14898,18124,22227,,TRUE,,FALSE,FALSE,,
HG01252,bam,m64330e_220306_155049.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/primrose/m64330e_220306_155049.5mc.hifi_reads.bam,unaligned reads,RU_Y3,7.5,8.2,HG01252.m64330e_220306_155049.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01252/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01252.m64330e_220306_155049.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR30151992,PRJNA701308,SAMN37797098,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG01252_PB1_m64330e_220306_155049_m64330e_220306_155049,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,1265271,23231673726,23.23,18361,145,64212,15342,19265,24261,13922,17239,21719,,TRUE,,FALSE,FALSE,,
HG01252,bam,m54306Ue_220419_182803.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/primrose/m54306Ue_220419_182803.5mc.hifi_reads.bam,unaligned reads,RU_Y3,8.1,8.88,HG01252.m54306Ue_220419_182803.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01252/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01252.m54306Ue_220419_182803.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR30151991,PRJNA701308,SAMN37797098,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG01252_PB1_m54306Ue_220419_182803_m54306Ue_220419_182803,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,1316796,25064791757,25.06,19034,174,62179,16124,19792,24328,14832,18086,22223,,TRUE,,FALSE,FALSE,,
HG01252,bam,m54306Ue_220228_165421.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/primrose/m54306Ue_220228_165421.5mc.hifi_reads.bam,unaligned reads,RU_Y3,7.2,8.14,HG01252.m54306Ue_220228_165421.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01252/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01252.m54306Ue_220228_165421.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR30151990,PRJNA701308,SAMN37797098,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG01252_PB1_m54306Ue_220228_165421_m54306Ue_220228_165421,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,1017689,22283872315,22.28,21896,82,59699,18810,21897,26236,18118,20727,24554,,TRUE,,FALSE,FALSE,,
HG01252,bam,m84091_230905_205913_s4.hifi_reads.bc1020.bam,s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/m84091_230905_205913_s4.hifi_reads.bc1020.bam,unaligned reads,RU_Y3_topoff_redo,16.7,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30336747,PRJNA701308,SAMN37797098,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG01252_PB3_m84091_230905_205913_s4.hifi_reads.bc1020.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2640185,51778207574,51.78,19611,159,61149,16982,19596,23247,16414,18668,21894,0.514415,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG01255,bam,m64136_210519_033858.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m64136_210519_033858.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2,10.5,11.45,HG01255.m64136_210519_033858.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01255.m64136_210519_033858.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR18189643,PRJNA701308,SAMN26237495,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01255_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1569564,32516315973,32.52,20716,110,56837,17775,20797,24380,17261,19739,23108,,TRUE,m64136_210519_033858.5mc.hifi_reads.bam,FALSE,FALSE,,
HG01255,bam,m64136_210516_022225.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m64136_210516_022225.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2,11.3,12.61,HG01255.m64136_210516_022225.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01255.m64136_210516_022225.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR18189643,PRJNA701308,SAMN26237495,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01255_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1679236,35010470276,35.01,20849,681,60589,17882,20969,24579,17338,19917,23286,,TRUE,m64136_210516_022225.5mc.hifi_reads.bam,FALSE,FALSE,,
HG01255,bam,m64043_210520_180149.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m64043_210520_180149.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2,10.7,11.67,HG01255.m64043_210520_180149.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01255.m64043_210520_180149.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR18189643,PRJNA701308,SAMN26237495,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01255_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1638272,33274752433,33.27,20310,335,59514,17454,20258,23821,17012,19180,22570,,TRUE,m64043_210520_180149.5mc.hifi_reads.bam,FALSE,FALSE,,
HG01255,bam,m84081_231105_024654_s3.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m84081_231105_024654_s3.hifi_reads.default.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,34.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545925,PRJNA701308,SAMN26237495,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01255_lib1_m84081_231105_024654_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,4820912,106795993727,106.8,22152,135,66767,20118,22063,24838,19725,21541,24025,0.506711,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG01258,bam,m64076_200311_082315.ccs.bam,s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi_Swap_Fixed/m64076_200311_082315.ccs.bam,unaligned reads,UW_HPRC_HiFi_Y1,9.4,11.19,HG01258.m64076_200311_082315.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01258/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01258.m64076_200311_082315.dc.q20.fastq.gz,4.0.0,ccs,4.0.0,SRP305758,SRR13684289,PRJNA701308,SAMN17861233,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG01258.HiFiEx_f1,WGS,GENOMIC,size fractionation,single,g-TUBE,SageELF,PACBIO_SMRT,Sequel II,C2,P2,1462110,29289007356,29.29,20032,45,50257,17945,20385,23250,17344,19636,22397,,FALSE,,FALSE,FALSE,,
HG01258,bam,m64076_200310_015720.ccs.bam,s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi_Swap_Fixed/m64076_200310_015720.ccs.bam,unaligned reads,UW_HPRC_HiFi_Y1,8.6,10.04,HG01258.m64076_200310_015720.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01258/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01258.m64076_200310_015720.dc.q20.fastq.gz,4.0.0,ccs,4.0.0,SRP305758,SRR13684289,PRJNA701308,SAMN17861233,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG01258.HiFiEx_f1,WGS,GENOMIC,size fractionation,single,g-TUBE,SageELF,PACBIO_SMRT,Sequel II,C2,P2,1314550,26506907662,26.51,20164,46,50256,18072,20520,23388,17467,19772,22536,,FALSE,,FALSE,FALSE,,
HG01258,bam,m64076_200308_194406.ccs.bam,s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi_Swap_Fixed/m64076_200308_194406.ccs.bam,unaligned reads,UW_HPRC_HiFi_Y1,9.5,11.49,HG01258.m64076_200308_194406.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01258/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01258.m64076_200308_194406.dc.q20.fastq.gz,4.0.0,ccs,4.0.0,SRP305758,SRR13684289,PRJNA701308,SAMN17861233,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG01258.HiFiEx_f1,WGS,GENOMIC,size fractionation,single,g-TUBE,SageELF,PACBIO_SMRT,Sequel II,C2,P2,1446864,29310691456,29.31,20258,46,49891,18172,20670,23557,17537,19892,22696,,FALSE,,FALSE,FALSE,,
HG01258,bam,m64076_200306_185917.ccs.bam,s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi_Swap_Fixed/m64076_200306_185917.ccs.bam,unaligned reads,UW_HPRC_HiFi_Y1,8.4,10.12,HG01258.m64076_200306_185917.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01258/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01258.m64076_200306_185917.dc.q20.fastq.gz,4.0.0,ccs,4.0.0,SRP305758,SRR13684289,PRJNA701308,SAMN17861233,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG01258.HiFiEx_f1,WGS,GENOMIC,size fractionation,single,g-TUBE,SageELF,PACBIO_SMRT,Sequel II,C2,P2,1353905,26041896578,26.04,19234,44,49803,17398,19748,22588,16739,18969,21696,,FALSE,,FALSE,FALSE,,
HG01258,bam,m84046_231202_090949_s3.hifi_reads.bc2054.bam,s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi/m84046_231202_090949_s3.hifi_reads.bc2054.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,16.2,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,SRR29483154,PRJNA701308,SAMN17861233,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG01258.HFSS2_m84046_231202_090949_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2453786,50288278175,50.29,20494,74,65204,17826,20574,24233,17228,19622,22959,0.534169,TRUE,,TRUE,FALSE,2.9.0,2.09
HG01261,bam,m64136_211108_160613-bc1001.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m64136_211108_160613-bc1001.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.5,12.55,HG01261.m64136_211108_160613.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01261/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01261.m64136_211108_160613.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732278,PRJNA701308,SAMN33621946,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01261_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1544394,32544026126,32.54,21072,204,65223,18429,20313,24465,18129,19707,22728,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG01261,bam,m64136_211107_050725-bc1001.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m64136_211107_050725-bc1001.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.4,12.77,HG01261.m64136_211107_050725.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01261/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01261.m64136_211107_050725.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732278,PRJNA701308,SAMN33621946,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01261_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1514497,32158315632,32.16,21233,170,64761,18510,20474,24807,18194,19824,23063,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG01261,bam,m64136_211105_181124-bc1001.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m64136_211105_181124-bc1001.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,9.7,12.33,HG01261.m64136_211105_181124.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01261/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01261.m64136_211105_181124.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732278,PRJNA701308,SAMN33621946,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01261_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1438147,30182743796,30.18,20987,986,58704,18395,20237,24263,18104,19655,22562,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG01261,bam,m64043_211222_184851-bc1001.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m64043_211222_184851-bc1001.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,4.5,5.18,HG01261.m64043_211222_184851.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01261/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01261.m64043_211222_184851.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732278,PRJNA701308,SAMN33621946,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01261_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,664050,13944839852,13.94,20999,718,67189,18369,20229,24356,18072,19630,22593,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG01261,bam,m84081_230721_192906_s4.hifi_reads.bc2024.bam,s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m84081_230721_192906_s4.hifi_reads.bc2024.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,13.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01261_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,2051142,40538449364,40.54,19763,196,47748,18273,19645,21384,18095,19386,21043,0.580676,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG01261,bam,m84081_230721_185800_s3.hifi_reads.bc2024.bam,s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m84081_230721_185800_s3.hifi_reads.bc2024.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,12.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01261_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,2010934,39839220758,39.84,19811,185,58766,18303,19691,21444,18122,19427,21095,0.577787,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG01346,bam,m64076_210621_234241.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/m64076_210621_234241.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,11.4,12.81,HG01346.m64076_210621_234241.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01346.m64076_210621_234241.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR18158609,PRJNA701308,SAMN26267379,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG01346.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,1807614,35233616251,35.23,19491,85,54400,17106,19771,22965,16500,18914,21989,,TRUE,m64076_210621_234241.5mc.hifi_reads.bam,FALSE,FALSE,,
HG01346,bam,m64076_210526_105450.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/m64076_210526_105450.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,6.2,7.17,HG01346.m64076_210526_105450.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01346.m64076_210526_105450.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR18158604,PRJNA701308,SAMN26267379,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG01346_f345,WGS,GENOMIC,size fractionation,single,Megaruptor 3,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1059488,19327631225,19.33,18242,85,40848,16260,18707,20196,15827,18353,19870,,TRUE,m64076_210526_105450.5mc.hifi_reads.bam,FALSE,FALSE,,
